#chrom	txStart	txEnd	name2
chr9	98205261	98270831	PTCH1
chr9	98244110	98279339	PTCH1
chr9	135766734	135820020	TSC1
chr9	21967750	21995042	CDKN2A
chr9	80331189	80646365	GNAQ
chr9	22002901	22009312	CDKN2B
chr9	4985244	5128183	JAK2
chr9	133710641	133763062	ABL1
chr9	133589267	133763062	ABL1
chr9	5450502	5470567	CD274
chr9	36833271	37034476	PAX5
chr9	139388884	139440500	NOTCH1
chr9	5510544	5571282	PDCD1LG2
chr9	21967750	21994490	CDKN2A
chr9	21967750	21974826	CDKN2A
chr9	22002901	22009312	CDKN2B
chr9	5450502	5470567	CD274
chr9	36833271	37034476	PAX5
chr9	36833271	37034476	PAX5
chr9	98205261	98270831	PTCH1
chrX	100604434	100641212	BTK
chrX	76760355	77041702	ATRX
chrX	123094409	123236505	STAG2
chrX	123095555	123236505	STAG2
chrX	123095555	123236505	STAG2
chrX	39910498	40036582	BCOR
chrX	39910498	40036582	BCOR
chrX	39910498	39956719	BCOR
chrX	41193414	41209540	DDX3X
chrX	41193414	41209540	DDX3X
chrX	47420498	47431320	ARAF
chrX	47420498	47425373	ARAF
chrX	1455508	1501582	IL3RA
chrX	48886237	48901043	TFE3
chrX	123095161	123236505	STAG2
chrX	100604434	100645784	BTK
chrX	100604434	100641212	BTK
chrX	41192560	41209540	DDX3X
chrX	41193418	41209540	DDX3X
chrX	47420498	47431320	ARAF
chrX	48644981	48652717	GATA1
chrX	1455508	1501582	IL3RA
chrX	15808573	15841382	ZRSR2
chrX	48886237	48901043	TFE3
chrX	123095555	123236505	STAG2
chrX	39910498	39956719	BCOR
chrX	76760355	77041755	ATRX
chrX	63404996	63425624	AMER1
chrX	41192560	41223725	DDX3X
chrX	41193414	41197822	DDX3X
chrY	1405508	1451582	IL3RA
chrY	1405508	1451582	IL3RA
chr10	123237843	123357972	FGFR2
chr10	89623194	89731687	PTEN
chr10	8096666	8117164	GATA3
chr10	123241366	123353481	FGFR2
chr10	123237843	123353481	FGFR2
chr10	123237843	123356159	FGFR2
chr10	123237843	123353772	FGFR2
chr10	123237843	123357972	FGFR2
chr10	123237843	123357972	FGFR2
chr10	123241366	123357972	FGFR2
chr10	104263718	104379220	SUFU
chr10	89623194	89731687	PTEN
chr10	89623194	89731687	PTEN
chr10	123237843	123290828	FGFR2
chr10	123237843	123357972	FGFR2
chr10	43600179	43623062	RET
chr10	8096666	8117164	GATA3
chr10	104263718	104393214	SUFU
chr10	43572474	43623062	RET
chr10	43572474	43625797	RET
chr10	123237843	123357972	FGFR2
chr10	123237843	123353481	FGFR2
chr10	123237843	123357972	FGFR2
chr11	108093558	108239826	ATM
chr11	32409320	32457085	WT1
chr11	101981191	102104154	YAP1
chr11	532241	535567	HRAS
chr11	102188180	102210135	BIRC3
chr11	101981191	102104154	YAP1
chr11	101983170	102104154	YAP1
chr11	118307204	118397539	KMT2A
chr11	32409321	32452363	WT1
chr11	32409321	32452363	WT1
chr11	101981191	102104154	YAP1
chr11	101981191	102104154	YAP1
chr11	101981191	102104154	YAP1
chr11	101981191	102104154	YAP1
chr11	101981191	102104154	YAP1
chr11	532241	535567	HRAS
chr11	108093558	108239826	ATM
chr11	108093558	108100091	ATM
chr11	108094255	108100091	ATM
chr11	70049268	70053508	FADD
chr11	119076985	119178859	CBL
chr11	532241	535567	HRAS
chr11	118307204	118397539	KMT2A
chr11	101981191	102104154	YAP1
chr11	32409320	32457085	WT1
chr11	32409320	32457085	WT1
chr11	69455872	69469242	CCND1
chr11	532241	535567	HRAS
chr11	102188180	102210135	BIRC3
chr12	58141509	58146230	CDK4
chr12	56473891	56479401	ERBB3
chr12	22778075	22797349	ETNK1
chr12	54685890	54694821	NFE2
chr12	69202796	69239324	MDM2
chr12	69201951	69239324	MDM2
chr12	69202796	69239324	MDM2
chr12	54685890	54694821	NFE2
chr12	69202796	69239324	MDM2
chr12	56360552	56366573	CDK2
chr12	111872665	111889427	SH2B3
chr12	112856701	112947722	PTPN11
chr12	92534053	92539673	BTG1
chr12	4382901	4414522	CCND2
chr12	56360552	56366573	CDK2
chr12	56473808	56497291	ERBB3
chr12	11802787	12048325	ETV6
chr12	69201951	69239324	MDM2
chr12	112856701	112947722	PTPN11
chr12	49412757	49449107	KMT2D
chr12	12870203	12875316	CDKN1B
chr12	25357722	25403865	KRAS
chr12	111843751	111889427	SH2B3
chr12	54685890	54689563	NFE2
chr12	133200347	133264110	POLE
chr12	22778075	22843608	ETNK1
chr12	25357722	25403865	KRAS
chr12	56360552	56366573	CDK2
chr12	112856701	112924727	PTPN11
chr13	32889616	32973809	BRCA2
chr13	41129800	41240734	FOXO1
chr13	48877882	49056026	RB1
chr13	28577410	28674729	FLT3
chr13	28577410	28674729	FLT3
chr13	73329539	73356266	DIS3
chr13	73329539	73356266	DIS3
chr13	73329539	73356266	DIS3
chr13	73329539	73356266	DIS3
chr14	105235686	105262080	AKT1
chr14	105235686	105262080	AKT1
chr14	95552564	95599840	DICER1
chr14	95552564	95603147	DICER1
chr14	95552564	95624347	DICER1
chr14	105235686	105259938	AKT1
chr14	95552564	95624347	DICER1
chr14	95552564	95623759	DICER1
chr15	99191767	99507759	IGF1R
chr15	67418053	67487533	SMAD3
chr15	67430358	67487533	SMAD3
chr15	67458492	67487533	SMAD3
chr15	90627210	90643853	IDH2
chr15	90627210	90645786	IDH2
chr15	99191767	99507759	IGF1R
chr15	90627210	90645786	IDH2
chr15	66679210	66783882	MAP2K1
chr15	45003714	45011075	B2M
chr15	67358194	67487533	SMAD3
chr16	2097895	2138721	TSC2
chr16	2097895	2138721	TSC2
chr16	3775055	3930121	CREBBP
chr16	2097895	2138721	TSC2
chr16	68771192	68869445	CDH1
chr16	68771192	68869445	CDH1
chr16	68771192	68869445	CDH1
chr16	2097895	2138721	TSC2
chr16	2097895	2138721	TSC2
chr16	2097895	2138721	TSC2
chr16	2098202	2138721	TSC2
chr16	2097895	2138721	TSC2
chr16	81812862	81996298	PLCG2
chr16	68771192	68869445	CDH1
chr16	3775055	3930121	CREBBP
chr16	2097985	2138721	TSC2
chr16	23614482	23652678	PALB2
chr17	29421944	29704695	NF1
chr17	7571719	7590868	TP53
chr17	62006095	62009714	CD79B
chr17	37844336	37884915	ERBB2
chr17	62006095	62009714	CD79B
chr17	29421944	29704695	NF1
chr17	7571719	7590868	TP53
chr17	7571719	7590868	TP53
chr17	7571719	7590868	TP53
chr17	7571719	7578811	TP53
chr17	7571719	7578811	TP53
chr17	7571719	7578811	TP53
chr17	7571719	7590868	TP53
chr17	29421944	29549782	NF1
chr17	33426810	33446888	RAD51D
chr17	74730196	74733493	SRSF2
chr17	66508519	66529570	PRKAR1A
chr17	66511534	66547457	PRKAR1A
chr17	7571719	7590868	TP53
chr17	7571719	7590868	TP53
chr17	7571719	7578811	TP53
chr17	7571719	7578811	TP53
chr17	7571719	7578811	TP53
chr17	7571719	7590868	TP53
chr17	7571719	7590868	TP53
chr17	66409763	66529570	PRKAR1A
chr17	11924134	12047148	MAP2K4
chr17	37844336	37884915	ERBB2
chr17	37856230	37884915	ERBB2
chr17	37844336	37873910	ERBB2
chr17	56429860	56494943	RNF43
chr17	56429860	56480082	RNF43
chr17	62006095	62009714	CD79B
chr17	66508519	66529570	PRKAR1A
chr17	56769933	56772741	RAD51C
chr17	33426810	33446888	RAD51D
chr17	11924134	12047148	MAP2K4
chr17	74730196	74733493	SRSF2
chr17	38783975	38804103	SMARCE1
chr17	40465342	40540513	STAT3
chr17	37856230	37884915	ERBB2
chr17	73772514	73776016	H3F3B
chr17	41196311	41277500	BRCA1
chr17	41196311	41277468	BRCA1
chr17	41196311	41276132	BRCA1
chr17	41196311	41277468	BRCA1
chr17	41196311	41277500	BRCA1
chr17	40351194	40428424	STAT5B
chr17	37617763	37690818	CDK12
chr17	37617763	37690818	CDK12
chr17	56429860	56494943	RNF43
chr17	62006095	62009714	CD79B
chr17	59756546	59940920	BRIP1
chr17	56769933	56811703	RAD51C
chr17	33426810	33446888	RAD51D
chr17	40465342	40540513	STAT3
chr17	66507920	66529570	PRKAR1A
chr17	66508519	66529570	PRKAR1A
chr17	40465342	40540405	STAT3
chr17	41196311	41277340	BRCA1
chr17	74730196	74733493	SRSF2
chr17	33426810	33446888	RAD51D
chr17	33426810	33446888	RAD51D
chr17	56769933	56811703	RAD51C
chr17	56769933	56772741	RAD51C
chr17	37856230	37884915	ERBB2
chr18	60790578	60986613	BCL2
chr18	721591	812327	YES1
chr18	42260852	42648475	SETBP1
chr18	42260137	42457379	SETBP1
chr18	45359465	45456970	SMAD2
chr18	45359465	45457517	SMAD2
chr18	45359465	45457517	SMAD2
chr18	48556582	48611411	SMAD4
chr18	60985186	60986613	BCL2
chr19	17935592	17958841	JAK3
chr19	11071597	11172958	SMARCA4
chr19	11094827	11172958	SMARCA4
chr19	11094827	11172958	SMARCA4
chr19	11094827	11172958	SMARCA4
chr19	11094827	11172958	SMARCA4
chr19	11071807	11172958	SMARCA4
chr19	1609282	1650286	TCF3
chr19	19256375	19281098	MEF2B
chr19	30302900	30315224	CCNE1
chr19	40736223	40791302	AKT2
chr19	40736223	40791302	AKT2
chr19	33790839	33793470	CEBPA
chr19	33790839	33793470	CEBPA
chr19	33790839	33793470	CEBPA
chr19	42772688	42799948	CIC
chr19	30302900	30315224	CCNE1
chr19	30302900	30315224	CCNE1
chr19	30302900	30315224	CCNE1
chr19	40736223	40771258	AKT2
chr19	1609282	1652328	TCF3
chr19	1609282	1652328	TCF3
chr19	40736223	40791302	AKT2
chr19	3094407	3124000	GNA11
chr19	11071597	11172958	SMARCA4
chr19	1609282	1652328	TCF3
chr19	13049413	13055304	CALR
chr19	33790839	33793470	CEBPA
chr19	18704034	18717660	CRLF1
chr19	42788816	42799948	CIC
chr19	16435636	16439473	KLF2
chr20	57466357	57486251	GNAS
chr20	57466357	57486251	GNAS
chr20	57466357	57486251	GNAS
chr20	57428035	57486251	GNAS
chr20	30946146	30960352	ASXL1
chr20	57464179	57486251	GNAS
chr20	57466357	57475554	GNAS
chr20	57416656	57486251	GNAS
chr20	57428035	57475554	GNAS
chr20	54944444	54967393	AURKA
chr20	54944444	54967393	AURKA
chr20	54944444	54967393	AURKA
chr20	30946867	31027122	ASXL1
chr20	54944444	54967393	AURKA
chr20	30946146	31027122	ASXL1
chr20	57414772	57486251	GNAS
chr20	57428035	57486251	GNAS
chr20	57466357	57486251	GNAS
chr20	54944444	54967393	AURKA
chr20	54944444	54967393	AURKA
chr20	54944444	54967393	AURKA
chr20	54944444	54967393	AURKA
chr20	54944444	54967393	AURKA
chr20	57467218	57475554	GNAS
chr20	57463467	57475554	GNAS
chr21	36160097	36260987	RUNX1
chr21	36160097	36421595	RUNX1
chr21	36193573	36260987	RUNX1
chr21	44513065	44527688	U2AF1
chr21	44513065	44527688	U2AF1
chr21	44513065	44527688	U2AF1
chr22	29083730	29137822	CHEK2
chr22	29083730	29137822	CHEK2
chr22	29083730	29137808	CHEK2
chr22	29083730	29137822	CHEK2
chr22	29083730	29137822	CHEK2
chr22	29999544	30094589	NF2
chr22	29999544	30094589	NF2
chr22	29999544	30079904	NF2
chr22	29999544	30094589	NF2
chr22	29999544	30094589	NF2
chr22	29999544	30094589	NF2
chr22	29999544	30079904	NF2
chr22	29999544	30094589	NF2
chr22	29999544	30094589	NF2
chr22	29999544	30094589	NF2
chr22	41488613	41576081	EP300
chr22	41488613	41576081	EP300
chr22	24129117	24176705	SMARCB1
chr22	24129117	24176705	SMARCB1
chr22	24129117	24176705	SMARCB1
chr22	24129117	24176705	SMARCB1
chr6_cox_hap2	4730148	4734611	DAXX
chr6_cox_hap2	4730148	4734611	DAXX
chr6_cox_hap2	4730148	4734611	DAXX
chr6_cox_hap2	4730148	4734611	DAXX
chr6_dbb_hap3	4567657	4572120	DAXX
chr6_dbb_hap3	4567657	4572120	DAXX
chr6_dbb_hap3	4567657	4572120	DAXX
chr6_dbb_hap3	4567657	4572120	DAXX
chr6_mcf_hap5	4760077	4764535	DAXX
chr6_mcf_hap5	4760077	4764535	DAXX
chr6_mcf_hap5	4760077	4764535	DAXX
chr6_mcf_hap5	4760077	4764535	DAXX
chr6_qbl_hap6	4518582	4523042	DAXX
chr6_qbl_hap6	4518582	4523042	DAXX
chr6_qbl_hap6	4518582	4523042	DAXX
chr6_qbl_hap6	4518582	4523042	DAXX
