#chrom	txStart	txEnd	name2
chr11	108093558	108239826	ATM
chr11	32409320	32457085	WT1
chr11	64532075	64545938	SF1
chr11	64532075	64545233	SF1
chr11	118307204	118397539	KMT2A
chr11	32409321	32452363	WT1
chr11	32409321	32452363	WT1
chr11	64532075	64546316	SF1
chr11	64532075	64546316	SF1
chr11	64532075	64546316	SF1
chr11	64532075	64546316	SF1
chr11	108093558	108239826	ATM
chr11	108093558	108100091	ATM
chr11	108094255	108100091	ATM
chr11	64532075	64546316	SF1
chr11	119076985	119178859	CBL
chr11	3732783	3819022	NUP98
chr11	118307204	118397539	KMT2A
chr11	3696239	3819022	NUP98
chr11	32409320	32457085	WT1
chr11	32409320	32457085	WT1
chr11	3732783	3819022	NUP98
chr11	3696239	3819022	NUP98
chr11	64532075	64546316	SF1
chr11	64532075	64546316	SF1
chr11	64532075	64546316	SF1
chr12	22778075	22797349	ETNK1
chr12	124808956	125052010	NCOR2
chr12	124808956	125052010	NCOR2
chr12	112856701	112947722	PTPN11
chr12	11802787	12048325	ETV6
chr12	112856701	112947722	PTPN11
chr12	49412757	49449107	KMT2D
chr12	13043955	13066601	GPRC5A
chr12	25357722	25403865	KRAS
chr12	124808956	125052010	NCOR2
chr12	22778075	22843608	ETNK1
chr12	25357722	25403865	KRAS
chr12	112856701	112924727	PTPN11
chr13	28577410	28674729	FLT3
chr13	28577410	28674729	FLT3
chr15	90627210	90643853	IDH2
chr15	90627210	90645786	IDH2
chr15	90627210	90645786	IDH2
chr16	67596309	67673088	CTCF
chr16	67604675	67673088	CTCF
chr16	67596309	67673088	CTCF
chr17	29421944	29704695	NF1
chr17	7571719	7590868	TP53
chr17	29421944	29704695	NF1
chr17	7571719	7590868	TP53
chr17	7571719	7590868	TP53
chr17	7571719	7590868	TP53
chr17	7571719	7578811	TP53
chr17	7571719	7578811	TP53
chr17	7571719	7578811	TP53
chr17	7571719	7590868	TP53
chr17	29421944	29549782	NF1
chr17	15994883	16097953	NCOR1
chr17	15933407	16097953	NCOR1
chr17	74730196	74733493	SRSF2
chr17	7571719	7590868	TP53
chr17	7571719	7590868	TP53
chr17	7571719	7578811	TP53
chr17	7571719	7578811	TP53
chr17	7571719	7578811	TP53
chr17	7571719	7590868	TP53
chr17	7571719	7590868	TP53
chr17	74730196	74733493	SRSF2
chr17	58677543	58743640	PPM1D
chr17	15933407	16118874	NCOR1
chr17	1553922	1588176	PRPF8
chr17	74730196	74733493	SRSF2
chr18	42260137	42457379	SETBP1
chr18	42260852	42648475	SETBP1
chr19	56165415	56186082	U2AF2
chr19	33790839	33793470	CEBPA
chr19	33790839	33793470	CEBPA
chr19	33790839	33793470	CEBPA
chr19	13049413	13055304	CALR
chr19	33790839	33793470	CEBPA
chr19	56165415	56186082	U2AF2
chr20	57466357	57486251	GNAS
chr20	57466357	57486251	GNAS
chr20	57466357	57486251	GNAS
chr20	57428035	57486251	GNAS
chr20	30946146	30960352	ASXL1
chr20	31350190	31397162	DNMT3B
chr20	31350190	31397162	DNMT3B
chr20	57464179	57486251	GNAS
chr20	57466357	57475554	GNAS
chr20	57416656	57486251	GNAS
chr20	57428035	57475554	GNAS
chr20	30946867	31027122	ASXL1
chr20	31350190	31397162	DNMT3B
chr20	40701391	41818557	PTPRT
chr20	30946146	31027122	ASXL1
chr20	57414772	57486251	GNAS
chr20	57428035	57486251	GNAS
chr20	57466357	57486251	GNAS
chr20	40701391	41818557	PTPRT
chr20	31350190	31397162	DNMT3B
chr20	31350190	31397162	DNMT3B
chr20	31367657	31397162	DNMT3B
chr20	57467218	57475554	GNAS
chr20	57463467	57475554	GNAS
chr21	36160097	36260987	RUNX1
chr21	44513065	44527688	U2AF1
chr21	44513065	44527688	U2AF1
chr21	36193573	36260987	RUNX1
chr21	36160097	36421595	RUNX1
chr21	44513065	44527688	U2AF1
chr22	41488613	41576081	EP300
chr22	41488613	41576081	EP300
