#chrom	txStart	txEnd	name2
chr8	38268655	38326352	FGFR1
chr8	38268655	38326352	FGFR1
chr8	38268655	38325363	FGFR1
chr8	38268655	38326352	FGFR1
chr8	128747679	128755197	MYC
chr8	128747679	128755197	MYC
chr8	38268655	38326352	FGFR1
chr8	38268655	38326352	FGFR1
chr8	38268655	38326352	FGFR1
chr8	38268655	38326352	FGFR1
chr9	21967750	21975132	CDKN2A
chr9	98205261	98270831	PTCH1
chr9	135766734	135820020	TSC1
chr9	98205261	98279339	PTCH1
chr9	98205261	98279247	PTCH1
chr9	98205261	98270322	PTCH1
chr9	98205261	98270322	PTCH1
chr9	98205261	98269699	PTCH1
chr9	98205261	98269481	PTCH1
chr9	135766734	135820020	TSC1
chr9	135766734	135820020	TSC1
chr9	21967750	21975132	CDKN2A
chr9	2021944	2193623	SMARCA2
chr9	2015218	2193623	SMARCA2
chr9	2157679	2193623	SMARCA2
chr9	2158451	2193623	SMARCA2
chr9	2158455	2193623	SMARCA2
chr9	98205261	98270831	PTCH1
chr9	98244110	98279339	PTCH1
chr9	135766734	135820020	TSC1
chr9	21967750	21995042	CDKN2A
chr9	2015218	2193623	SMARCA2
chr9	22002901	22009312	CDKN2B
chr9	21967750	21994490	CDKN2A
chr9	21967750	21974826	CDKN2A
chr9	22002901	22009312	CDKN2B
chr9	2015218	2193623	SMARCA2
chr9	98205261	98270831	PTCH1
chrX	76760355	77041702	ATRX
chrX	39910498	40036582	BCOR
chrX	39910498	40036582	BCOR
chrX	39910498	39956719	BCOR
chrX	41193414	41209540	DDX3X
chrX	41193414	41209540	DDX3X
chrX	41192560	41209540	DDX3X
chrX	41193418	41209540	DDX3X
chrX	39910498	39956719	BCOR
chrX	76760355	77041755	ATRX
chrX	41192560	41223725	DDX3X
chrX	41193414	41197822	DDX3X
chr10	123237843	123357972	FGFR2
chr10	89623194	89731687	PTEN
chr10	123241366	123353481	FGFR2
chr10	123237843	123353481	FGFR2
chr10	123237843	123356159	FGFR2
chr10	123237843	123353772	FGFR2
chr10	123237843	123357972	FGFR2
chr10	123237843	123357972	FGFR2
chr10	123241366	123357972	FGFR2
chr10	104263718	104379220	SUFU
chr10	89623194	89731687	PTEN
chr10	89623194	89731687	PTEN
chr10	123237843	123290828	FGFR2
chr10	123237843	123357972	FGFR2
chr10	104263718	104393214	SUFU
chr10	123237843	123357972	FGFR2
chr10	123237843	123353481	FGFR2
chr10	123237843	123357972	FGFR2
chr11	108093558	108239826	ATM
chr11	32409320	32457085	WT1
chr11	2150341	2160204	IGF2
chr11	2150341	2170833	IGF2
chr11	2150341	2162354	IGF2
chr11	101981191	102104154	YAP1
chr11	532241	535567	HRAS
chr11	101981191	102104154	YAP1
chr11	101983170	102104154	YAP1
chr11	32409321	32452363	WT1
chr11	32409321	32452363	WT1
chr11	101981191	102104154	YAP1
chr11	101981191	102104154	YAP1
chr11	101981191	102104154	YAP1
chr11	101981191	102104154	YAP1
chr11	101981191	102104154	YAP1
chr11	2150341	2158518	IGF2
chr11	2150341	2162354	IGF2
chr11	532241	535567	HRAS
chr11	108093558	108239826	ATM
chr11	108093558	108100091	ATM
chr11	108094255	108100091	ATM
chr11	17741109	17743678	MYOD1
chr11	532241	535567	HRAS
chr11	101981191	102104154	YAP1
chr11	32409320	32457085	WT1
chr11	32409320	32457085	WT1
chr11	532241	535567	HRAS
chr12	58141509	58146230	CDK4
chr12	69864128	69973571	FRS2
chr12	69202796	69239324	MDM2
chr12	69201951	69239324	MDM2
chr12	69202796	69239324	MDM2
chr12	69864128	69973571	FRS2
chr12	69864128	69973571	FRS2
chr12	69864128	69973571	FRS2
chr12	69864128	69973571	FRS2
chr12	69864128	69973571	FRS2
chr12	69864128	69973571	FRS2
chr12	69202796	69239324	MDM2
chr12	112856701	112947722	PTPN11
chr12	69201951	69239324	MDM2
chr12	112856701	112947722	PTPN11
chr12	25357722	25403865	KRAS
chr12	69864128	69973571	FRS2
chr12	25357722	25403865	KRAS
chr12	112856701	112924727	PTPN11
chr13	48877882	49056026	RB1
chr14	105235686	105262080	AKT1
chr14	105235686	105262080	AKT1
chr14	95552564	95599840	DICER1
chr14	57267424	57277194	OTX2
chr14	57267424	57277194	OTX2
chr14	57267424	57272381	OTX2
chr14	95552564	95603147	DICER1
chr14	95552564	95624347	DICER1
chr14	105235686	105259938	AKT1
chr14	57267424	57277194	OTX2
chr14	95552564	95624347	DICER1
chr14	57267424	57272381	OTX2
chr14	95552564	95623759	DICER1
chr14	57267424	57277194	OTX2
chr14	57267424	57272381	OTX2
chr15	99191767	99507759	IGF1R
chr15	90627210	90643853	IDH2
chr15	90627210	90645786	IDH2
chr15	99191767	99507759	IGF1R
chr15	90627210	90645786	IDH2
chr15	66679210	66783882	MAP2K1
chr16	2097895	2138721	TSC2
chr16	2097895	2138721	TSC2
chr16	3775055	3930121	CREBBP
chr16	2097895	2138721	TSC2
chr16	2097895	2138721	TSC2
chr16	2097895	2138721	TSC2
chr16	2097895	2138721	TSC2
chr16	2098202	2138721	TSC2
chr16	2097895	2138721	TSC2
chr16	3775055	3930121	CREBBP
chr16	2097985	2138721	TSC2
chr17	29421944	29704695	NF1
chr17	7571719	7590868	TP53
chr17	37844336	37884915	ERBB2
chr17	29421944	29704695	NF1
chr17	7571719	7590868	TP53
chr17	7571719	7590868	TP53
chr17	7571719	7590868	TP53
chr17	7571719	7578811	TP53
chr17	7571719	7578811	TP53
chr17	7571719	7578811	TP53
chr17	7571719	7590868	TP53
chr17	29421944	29549782	NF1
chr17	7571719	7590868	TP53
chr17	7571719	7590868	TP53
chr17	7571719	7578811	TP53
chr17	7571719	7578811	TP53
chr17	7571719	7578811	TP53
chr17	7571719	7590868	TP53
chr17	7571719	7590868	TP53
chr17	37844336	37884915	ERBB2
chr17	37856230	37884915	ERBB2
chr17	37844336	37873910	ERBB2
chr17	58677543	58743640	PPM1D
chr17	37856230	37884915	ERBB2
chr17	37617763	37690818	CDK12
chr17	37617763	37690818	CDK12
chr17	37856230	37884915	ERBB2
chr19	11071597	11172958	SMARCA4
chr19	11094827	11172958	SMARCA4
chr19	11094827	11172958	SMARCA4
chr19	11094827	11172958	SMARCA4
chr19	11094827	11172958	SMARCA4
chr19	11071807	11172958	SMARCA4
chr19	42772688	42799948	CIC
chr19	11071597	11172958	SMARCA4
chr19	42788816	42799948	CIC
chr19	4090319	4124126	MAP2K2
chr20	30946146	30960352	ASXL1
chr20	30946867	31027122	ASXL1
chr20	30946146	31027122	ASXL1
chr22	29999544	30094589	NF2
chr22	29083730	29137822	CHEK2
chr22	24129117	24176705	SMARCB1
chr22	29083730	29137822	CHEK2
chr22	24129117	24176705	SMARCB1
chr22	29083730	29137822	CHEK2
chr22	24129117	24176705	SMARCB1
chr22	24129117	24176705	SMARCB1
chr22	29083730	29137808	CHEK2
chr22	29999544	30094589	NF2
chr22	29083730	29137822	CHEK2
chr22	29999544	30079904	NF2
chr22	29999544	30094589	NF2
chr22	29999544	30094589	NF2
chr22	29999544	30094589	NF2
chr22	29999544	30079904	NF2
chr22	29999544	30094589	NF2
chr22	29999544	30094589	NF2
chr22	29999544	30094589	NF2
chr6_cox_hap2	4730148	4734611	DAXX
chr6_cox_hap2	4730148	4734611	DAXX
chr6_cox_hap2	4730148	4734611	DAXX
chr6_cox_hap2	4730148	4734611	DAXX
chr6_dbb_hap3	4567657	4572120	DAXX
chr6_dbb_hap3	4567657	4572120	DAXX
chr6_dbb_hap3	4567657	4572120	DAXX
chr6_dbb_hap3	4567657	4572120	DAXX
chr6_mcf_hap5	4760077	4764535	DAXX
chr6_mcf_hap5	4760077	4764535	DAXX
chr6_mcf_hap5	4760077	4764535	DAXX
chr6_mcf_hap5	4760077	4764535	DAXX
chr6_qbl_hap6	4518582	4523042	DAXX
chr6_qbl_hap6	4518582	4523042	DAXX
chr6_qbl_hap6	4518582	4523042	DAXX
chr6_qbl_hap6	4518582	4523042	DAXX
