#chrom	txStart	txEnd	name2
chr12	56473808	56497291	ERBB3
chr12	69201951	69239324	MDM2
chr12	12870203	12875316	CDKN1B
chr12	25357722	25403865	KRAS
chr12	25357722	25403865	KRAS
chr13	32889616	32973809	BRCA2
chr13	48877882	49056026	RB1
chr14	105235686	105262080	AKT1
chr14	105235686	105262080	AKT1
chr14	105235686	105259938	AKT1
chr15	99191767	99507759	IGF1R
chr15	99191767	99507759	IGF1R
chr16	68771192	68869445	CDH1
chr16	68771192	68869445	CDH1
chr16	68771192	68869445	CDH1
chr16	68771192	68869445	CDH1
chr17	29421944	29704695	NF1
chr17	7571719	7590868	TP53
chr17	37844336	37884915	ERBB2
chr17	29421944	29704695	NF1
chr17	7571719	7590868	TP53
chr17	7571719	7590868	TP53
chr17	7571719	7590868	TP53
chr17	7571719	7578811	TP53
chr17	7571719	7578811	TP53
chr17	7571719	7578811	TP53
chr17	7571719	7590868	TP53
chr17	29421944	29549782	NF1
chr17	7571719	7590868	TP53
chr17	7571719	7590868	TP53
chr17	7571719	7578811	TP53
chr17	7571719	7578811	TP53
chr17	7571719	7578811	TP53
chr17	7571719	7590868	TP53
chr17	7571719	7590868	TP53
chr17	11924134	12047148	MAP2K4
chr17	37844336	37884915	ERBB2
chr17	37856230	37884915	ERBB2
chr17	37844336	37873910	ERBB2
chr17	11924134	12047148	MAP2K4
chr17	37856230	37884915	ERBB2
chr17	41196311	41277500	BRCA1
chr17	41196311	41277468	BRCA1
chr17	41196311	41276132	BRCA1
chr17	41196311	41277468	BRCA1
chr17	41196311	41277500	BRCA1
chr17	41196311	41277340	BRCA1
chr17	37856230	37884915	ERBB2
chr19	30302900	30315224	CCNE1
chr19	40736223	40791302	AKT2
chr19	40736223	40791302	AKT2
chr19	30302900	30315224	CCNE1
chr19	30302900	30315224	CCNE1
chr19	30302900	30315224	CCNE1
chr19	40736223	40771258	AKT2
chr19	40736223	40791302	AKT2
